# Px, Py, Pz
7.060500 -0.097053 -2.116890
7.292330 -1.956270 -1.276060
5.725550 -1.888030 -1.036190
5.680200 -2.598740 -0.501773
5.112300 -1.206970 -0.266150
5.096610 -2.524570 -0.543728
6.128140 -0.013978 -0.487372
5.396240 -0.705625 -0.407694
6.304440 -1.026020 0.522118
6.598150 -0.613661 -0.019917
5.492870 0.282680 1.401510
3.909560 -0.187321 0.307260
3.871840 0.741650 -0.198344
2.308010 0.531442 -0.253009
2.406750 -0.898449 0.201733
2.764450 -0.431854 -0.494156
2.046960 -0.904387 -0.795895
1.387960 -2.193170 0.068240
2.352520 -1.176890 0.523397
2.892850 -1.618910 -0.183088
3.675200 -1.370140 0.487373
3.803610 -1.945670 -0.755637
3.926490 -1.273090 -0.169091
3.763770 -1.231140 0.129260
3.359890 -1.658320 0.218698
2.399980 -2.235120 0.762423
2.844120 -1.960920 0.259795
3.601460 -1.105690 -0.091113
3.434050 -3.016610 -0.705202
3.495500 -1.985500 0.155115
3.835810 -1.820640 -0.344124
4.517290 -2.892860 0.685707
4.661380 -1.770630 0.288615
3.576870 -0.943805 -0.007632
3.036100 0.077137 0.526779
2.784800 0.158923 1.666370
2.082550 0.881513 0.816666
2.937360 0.248768 0.884898
2.608910 0.235633 1.005260
1.938880 0.168674 0.571282
1.300650 0.920070 2.721220
1.215460 0.065689 1.336670
-0.318695 0.767067 2.306310
1.952450 1.732070 2.788600
0.366165 0.881074 1.765130
-0.184353 1.343020 2.048230
0.085608 2.229610 2.334290
-0.056800 0.877273 1.705800
-2.100780 0.925159 2.694100
-1.921930 1.861760 3.113660
-1.281570 0.909053 2.790300
-0.762839 0.175877 1.312090
-1.581620 1.718930 1.646880
-1.315050 -0.319113 3.309040
-1.391760 0.411093 3.358190
-2.152480 -0.133073 3.184430
-2.165190 0.005507 3.512450
-2.064340 0.426340 3.063230
-2.511440 0.558135 2.346150
-2.394470 0.483978 1.874040
-3.025940 1.547290 2.772480
-3.672230 0.230964 3.152230
-2.609770 0.981522 2.442780
-3.894720 0.373368 2.935670
-2.917860 0.448804 2.260120
-1.925330 0.755209 2.729700
-2.469050 0.052982 0.916685
-2.017710 0.205128 2.197410
-1.801570 0.447533 1.818530
-2.359720 0.553054 1.826150
-2.422030 -0.006776 1.357010
-1.982110 -0.500087 1.794370
-1.657900 -1.649010 3.058990
-0.933624 -0.613655 2.345310
0.002537 -0.962021 2.107560
-0.245803 -0.945489 2.550420
-0.260206 -1.201060 2.584330
-0.928124 -2.217320 3.365820
0.327174 -1.183250 1.349380
0.080938 -0.443296 2.106290
1.103570 -0.356413 2.530500
1.365480 -1.123920 1.766820
1.174770 -1.456600 1.967690
0.894643 -1.333270 2.235960
0.598402 -1.895650 1.410400
1.593060 -0.737420 -0.009324
2.013470 -0.303439 0.947186
1.437110 0.481442 0.925587
2.769950 1.409550 0.721301
0.667058 -0.304289 1.705790
2.261400 0.169093 1.812590
1.638830 -0.994659 1.834210
2.341920 -0.606444 1.205710
3.461180 -0.737835 0.776407
2.950070 -1.193850 2.451260
4.043900 0.226736 1.338360
3.398450 -0.986180 1.258260
2.702990 0.249615 1.584160
3.885390 0.800986 1.312940
2.803430 0.706903 1.841000
3.537040 0.597133 1.045520
3.406500 1.215880 0.689516
3.632390 0.916677 0.015677
3.122550 2.125780 -0.110186
2.843270 3.198840 0.142817
1.963890 2.690280 -1.249790
2.306740 2.269870 -1.348540
4.361750 4.237580 -0.959052
3.590430 3.366670 -0.428884
3.354380 3.714180 1.317600
2.491520 3.898120 0.020764
1.951170 3.105180 -0.917526
1.667250 3.608230 -0.639938
1.399800 3.003890 -0.494992
1.675690 3.056870 0.083063
0.866238 1.786740 -0.046615
-0.128415 1.968120 0.079253
0.757330 2.928460 -0.586963
0.490762 1.792680 -0.616221
1.568490 0.914136 -1.422260
0.369548 -0.187734 -1.146800
-0.211055 0.693336 -1.766820
0.336927 -0.599256 -1.930400
0.998465 -0.476357 -1.170530
-0.361499 -0.775552 0.234367
0.531023 -1.127300 -0.681478
0.653497 -0.700535 -0.217413
0.304286 -1.079840 1.139590
0.923034 -1.563820 0.392011
1.137890 -1.055250 -0.366593
0.945497 -0.311922 0.448808
0.213596 -0.590352 1.179860
-0.061456 -0.584002 0.202575
-0.201716 -1.996520 -0.345398
-1.063750 -0.640361 -0.925162
-0.150461 -1.257840 1.050180
0.247078 -0.392022 0.525934
-1.017960 -0.292004 1.068820
-0.436502 -0.847605 1.433290
-0.164433 -0.986599 1.838450
-1.630790 -1.600270 1.757920
-1.595610 -1.249370 1.290470
-1.273530 -1.262500 1.133230
-1.534150 -0.875568 -0.553486
-2.123660 -1.562980 0.861589
-1.832940 -2.087220 0.785730
-2.892000 -1.136210 -0.336919
-3.273440 -1.847760 -0.017371
-2.811490 -1.736310 -0.464902
-4.262160 -1.661290 -0.672567
-3.082300 -2.460160 -1.261230
-2.751730 -0.250887 -0.627649
-4.606280 -0.582717 -1.507880
-5.121200 -1.185370 -0.851406
-5.265710 -0.901420 -1.477360
-7.593650 -0.650946 -2.325400
-6.724860 -0.135618 -1.692650
-7.116880 -0.928543 -1.186630
-6.799020 -0.843360 -0.785720
-6.382850 0.268693 0.489484
-6.210790 -1.159100 0.596283
-6.785450 0.603493 1.029420
-4.970320 -0.542884 1.649430
-5.345390 0.328442 0.657304
-5.572120 0.956942 1.365060
-3.814200 0.553481 1.408710
-4.078230 1.038310 1.752000
-3.002620 1.481600 0.780206
-3.932020 0.752249 2.163500
-3.403530 0.822178 3.048820
-2.946670 -0.868789 2.304630
-3.395910 -1.465080 2.703420
-3.773520 -0.941677 2.387260
-2.944560 -1.591370 3.353110
-2.714430 -2.631800 2.198670
-2.912770 -1.209520 3.682390
-3.460330 -0.763266 3.906160
-1.158670 -2.137650 3.460340
-1.462100 -0.204703 3.519660
-1.662150 0.788692 2.082980
-3.102220 -0.186049 2.444890
-2.397440 0.410227 2.223260
-2.606790 0.109766 1.498550
-3.693840 0.459404 1.242160
-4.059150 0.503910 1.211220
-3.514570 -0.108499 0.770045
-3.941760 -1.466350 0.660281
-4.024810 -2.125360 0.857346
-2.951350 -0.170368 -0.306822
-2.863190 0.136465 0.945074
-2.730970 -0.332686 -0.417448
-3.833280 -2.187650 0.644602
-4.049410 -1.674430 1.097630
-3.895140 -3.198420 -0.098742
-2.903450 -3.176380 0.499658
-2.496610 -2.658930 0.853107
-3.837930 -2.705970 1.759200
-3.601030 -2.741150 0.794215
-3.387020 -1.768940 0.970924
-3.328950 -1.704100 0.488217
-3.379380 -1.614250 1.707070
-2.882680 -2.563130 1.301060
-1.788010 -1.431160 1.138750
-2.224950 -2.985240 1.394300
-0.295810 -3.469650 1.405310
-2.690270 -3.582380 1.409130
-1.783350 -4.400740 1.368030
-3.365400 -4.045590 0.467446
-2.386840 -4.103230 1.420160
-1.840130 -3.504410 1.208680
-1.949900 -2.663580 1.098490
-3.567120 -3.842610 0.221224
-2.777160 -3.757410 0.759444
-2.747070 -3.182310 0.284366
-3.835390 -3.462020 0.456858
-4.266820 -2.312670 0.296649
-4.441430 -2.252080 -0.739523
-4.862690 -4.035840 -0.241565
-5.825130 -1.512540 -0.028826
-4.533820 -1.753260 0.282680
-5.589500 -0.571694 1.320140
-4.481270 -1.222660 1.146380
-4.514320 -2.227070 1.145110
-4.239280 -2.441940 1.400660
-2.817000 -0.630180 1.374380
-2.427520 -1.588820 -0.384825
-3.660360 -1.466350 -0.850565
-1.906670 -2.600850 0.297508
-1.430330 -1.226480 0.444139
-2.429220 -3.170450 0.269113
-2.160950 -2.774200 0.069081
-0.865407 -1.836750 -1.129860
-0.267832 -2.035510 -1.903710
-1.544330 -1.222240 -1.166300
-2.074510 -0.889555 0.022883
-2.272850 -1.189190 0.022032
-0.645029 -1.059510 -0.269114
-0.125867 -1.538390 0.726396
0.136455 0.784024 1.325230
-0.620439 -0.384815 2.236390
-0.794206 0.164862 1.470600
-0.316154 1.529490 0.448811
-1.068820 1.374380 0.838278
-0.709869 0.641629 1.540510
-1.555770 -0.561960 0.892523
-2.649600 -0.266982 1.150200
-3.741310 -1.634180 0.668753
-3.089500 -2.018560 0.482712
-3.133160 -1.471850 0.882350
-2.738590 -1.774460 0.525506
-0.998049 -1.700710 -0.081379
-2.262670 -1.704110 0.342426
-1.356150 -3.389560 0.735715
-2.569500 -3.248430 0.906935
-1.512540 -2.632230 1.023900
-1.900330 -3.678150 1.584160
-2.148250 -1.913880 1.410820
-2.490260 -2.934810 1.942270
-1.976180 -2.285560 2.058830
-2.766130 -2.575430 1.888030
-3.658660 -3.557380 1.846490
-2.326230 -4.232490 1.386250
-3.795970 -4.746140 3.057290
-3.634940 -4.129940 3.096280
-3.748940 -3.114930 2.191040
-2.164340 -2.504240 1.546450
-2.174940 -3.249270 1.947360
-2.313100 -3.927780 2.061360
-3.415820 -3.977790 2.792420
-3.331070 -3.552290 2.461430
-3.312420 -4.367260 3.695960
-4.443130 -5.308520 3.533650
-4.397770 -4.078640 2.473300
-3.720110 -4.451180 1.707910
-2.972970 -5.730620 1.603660
-3.078900 -4.363440 0.756907
-3.410320 -3.915910 0.600527
-3.125520 -3.229780 0.321242
-4.082470 -2.637740 0.307257
-3.832420 -3.328520 0.401763
-2.946680 -4.196030 1.181130
-2.737750 -4.756730 0.104251
-2.159680 -4.281650 -1.293870
-2.967870 -4.102820 -1.714700
-1.900320 -3.808690 -1.301910
-3.863780 -3.551430 -1.576960
-3.454810 -4.396930 -1.258690
-3.184010 -5.000840 -2.081290
-3.531540 -3.887510 -1.442190
-3.625610 -4.302000 -0.905238
-3.203930 -4.289270 -1.572290
-3.937950 -3.190790 -0.571709
-2.349540 -4.121440 -3.042040
-0.215285 -4.371920 -1.065850
-0.208508 -5.320810 -1.788020
-2.098660 -5.327590 -2.152480
-1.624000 -4.749950 -1.799450
-1.357860 -5.096200 -2.102470
-1.139180 -5.090260 -2.266920
-1.056960 -4.294370 -1.933380
-2.744520 -3.902760 -1.743100
-2.841150 -4.122730 -1.034500
-3.417100 -3.197140 -1.169260
-2.334720 -2.795810 -1.004840
-2.322000 -3.065350 -0.506869
-4.065090 -3.712480 -0.016952
-3.792590 -4.330400 -1.257840
-4.944050 -3.362430 -1.361660
-6.012020 -2.774210 -1.071360
-5.031790 -2.338950 -1.439230
-4.554170 -2.814460 -0.194525
-4.704600 -3.103070 -0.531882
-3.770980 -2.474570 -0.806488
-2.812330 -1.868110 0.595861
-2.262660 -0.963722 1.578230
-3.021700 -1.512120 0.530608
-2.953470 -1.480340 0.077979
-1.711720 -2.101620 0.480591
-2.795390 -3.139520 -0.654766
-2.494490 -3.355650 -0.791655
-2.268180 -3.462020 -1.435410
-2.311410 -3.720540 -1.470160
-1.782920 -3.942620 -1.559160
-2.760200 -3.654840 -1.385400
-1.992700 -4.535920 -2.353780
-2.712740 -4.058310 -0.344977
-2.937780 -5.486950 -1.259530
-1.213770 -4.914380 -0.844202
-1.792680 -5.828520 -1.483720
-1.319290 -5.066950 -1.070100
-2.559750 -4.993640 -1.533740
-2.838190 -4.648660 -1.466340
-2.561880 -4.656720 -1.776990
-2.709780 -4.714360 -2.034660
-1.231980 -5.303850 -4.338860
-2.112220 -5.280980 -4.032460
-2.377940 -5.930660 -3.405660
-2.036790 -4.740640 -4.458380
-2.427520 -5.114420 -2.652990
-3.223840 -3.815050 -2.098230
-2.445760 -4.365560 -2.619510
-2.943710 -4.100700 -3.920140
-2.096960 -5.648400 -3.768860
-2.132990 -5.005930 -4.175280
-1.355730 -4.445660 -3.448030
-2.082970 -4.039660 -3.113650
-2.362690 -3.430670 -3.342500
-2.769530 -3.428970 -3.194610
-3.049240 -2.911920 -5.096190
-2.000330 -2.859380 -4.969480
-1.727410 -3.603990 -5.337760
-2.418620 -3.633660 -5.112300
-4.040080 -4.816910 -5.156800
-3.582390 -3.938370 -5.680620
-4.396930 -3.420060 -6.357000
-4.669860 -3.586620 -5.428880
-4.891070 -3.492530 -6.343450
-4.511770 -3.462010 -7.632640
-4.241820 -1.298520 -7.242310
-5.205960 -0.850989 -6.275200
-4.614750 -2.830140 -6.722740
-3.930750 -2.420320 -6.320550
-4.809710 -2.829280 -6.416330
-4.802920 -3.960840 -6.218840
-4.712220 -4.272750 -6.710020
-4.133320 -4.217660 -7.713570
-4.500330 -2.498720 -7.465230
-2.307590 -2.146120 -6.853680
-1.647310 -1.265470 -6.822330
-1.555340 -2.175360 -6.885060
-2.346580 -1.510850 -5.706040
-1.394300 -2.383860 -6.172650
-2.407190 -1.565520 -6.362100
-2.859800 -1.245980 -7.007960
-1.191730 -1.793940 -7.256730
-1.648590 -1.823610 -7.257570
-0.765389 -0.892101 -6.454480
-2.232160 -1.148920 -6.400640
-1.003130 -1.231140 -7.463120
-1.446000 -1.196810 -6.729950
-1.837600 0.172062 -5.662390
-2.413540 -1.331160 -6.170960
-1.119690 -1.989740 -5.095760
-2.078310 -0.669163 -5.665360
-2.295290 -0.077982 -5.262750
-1.433290 -1.032380 -4.257070
-2.533910 0.031367 -4.824960
-3.158160 -0.167406 -4.382940
-2.454220 -0.864129 -5.572970
-1.928290 -1.009060 -4.245210
-1.511690 -0.633162 -3.851080
-1.382010 -2.490680 -4.212150
-1.494740 -1.397270 -4.517700
-0.610269 -1.636720 -5.216130
0.146633 -1.775730 -5.212310
0.467029 -1.452790 -5.685280
-0.046203 -0.447951 -6.076450
-0.914143 -1.376920 -5.880230
-1.522290 -3.877770 -5.923880
-1.972360 -2.737760 -7.063900
-1.555350 -4.300720 -4.919470
-2.656800 -2.304200 -6.726550
-3.776480 -2.245290 -7.711890
-3.131030 -2.850900 -7.715290
-3.364120 -3.296320 -6.990590
-3.326400 -3.554410 -8.298850
-4.060850 -4.084160 -7.639850
-3.549750 -1.983370 -6.588810
-3.214110 -2.848780 -5.341570
-2.034670 -3.006010 -6.690110
-2.544070 -2.928460 -7.577120
-2.726720 -3.553560 -7.339800
-2.664430 -4.476600 -6.484560
-1.897350 -4.539740 -7.266050
-2.476260 -4.353270 -7.928450
-1.003130 -5.224610 -6.624840
-1.923210 -4.992370 -7.900060
-1.782510 -4.739770 -7.493220
-1.404890 -4.164690 -7.194010
-0.608165 -3.318350 -6.248090
-0.713259 -4.571530 -5.018210
-0.586109 -3.648490 -5.769600
-0.668330 -2.801320 -7.600010
-2.654680 -3.249690 -5.725120
-0.780207 -3.560770 -6.970660
0.191974 -1.830810 -7.432600
-0.998890 -2.268610 -6.382420
0.489060 -3.923540 -7.181710
1.444310 -3.018720 -6.859630
2.584340 -3.510760 -5.700530
1.860910 -3.464990 -6.761310
2.833520 -1.214610 -6.075180
1.633330 -3.433210 -6.409540
2.163920 -3.189940 -6.877420
2.095250 -3.388280 -7.554660
2.992890 -3.076360 -8.049230
3.236140 -3.445490 -7.883530
2.671640 -2.094420 -7.957700
3.131460 -1.618070 -7.821650
1.921500 -1.001850 -8.427680
1.999060 -1.788850 -9.770710
1.834630 -2.663570 -8.356490
2.062210 -2.945830 -8.554390
2.681810 -1.476090 -8.787920
1.601110 -1.531190 -8.380650
2.369040 -2.708510 -8.179760
2.423290 -1.868540 -8.016170
2.836920 -1.358280 -8.301390
3.409050 -0.745884 -7.800040
3.217910 -0.127145 -7.630520
4.303260 -1.264190 -7.705110
3.669680 -1.240870 -7.238520
2.199520 -1.895240 -7.828010
2.341920 -1.449830 -8.233170
3.407780 -0.611544 -7.535590
2.938630 -0.385237 -7.178750
2.866580 -1.359130 -8.302670
3.032710 -0.361071 -8.094160
3.792170 0.448800 -7.486860
2.819120 -0.346250 -7.918280
1.919820 -0.301745 -6.925310
2.084680 -0.879376 -7.185530
1.325640 -1.516780 -5.405150
0.061447 -1.627390 -5.874290
-0.764115 -2.341910 -7.264350
0.952281 -1.343870 -6.523120
-0.574671 -1.731640 -6.809180
0.936180 -2.074920 -7.041870
1.122640 -1.210800 -7.011350
0.464911 -1.187910 -7.734780
1.076870 -2.004150 -6.042540
2.122380 -0.069503 -6.527790
1.264190 0.116121 -6.442180
1.441350 0.569582 -7.052880
1.434980 1.117550 -6.488380
0.066963 0.578495 -6.319700
1.304880 0.936177 -5.781470
1.690960 -0.236052 -7.020240
0.710715 0.816235 -6.191290
0.970933 0.722585 -6.625260
0.824293 0.519997 -6.163320
-0.072471 2.825470 -4.865230
0.346663 4.204940 -5.037710
0.750976 4.474050 -4.049410
1.485840 4.033310 -6.369290
1.306150 5.126290 -5.786990
0.614504 6.176450 -6.619330
1.738420 6.403620 -7.050760
2.080870 6.469320 -5.180950
3.296740 6.338350 -6.039580
2.582640 6.121370 -5.302590
2.105010 6.392170 -5.928120
2.897510 7.070260 -5.508970
3.601880 7.626710 -5.252160
4.654180 5.220370 -5.328440
4.983040 6.516770 -6.656200
4.147310 5.614090 -6.381160
3.149250 5.115270 -5.305970
5.685710 5.263170 -5.867930
4.438460 5.301310 -4.941090
4.257080 5.858190 -4.056620
3.679000 5.910320 -7.234270
4.098990 5.116970 -6.280710
5.656030 4.619850 -6.174350
5.170360 4.081190 -6.139580
6.989320 4.635100 -5.625100
5.732750 5.878950 -3.986260
5.363620 4.666030 -5.007200
6.079410 6.102290 -5.636530
6.108230 4.787250 -5.444130
6.887180 5.439050 -3.445490
6.183240 5.673830 -4.713080
6.377330 4.180350 -3.850650
6.400230 5.330130 -3.043730
6.715960 4.047290 -2.519500
5.880230 4.080350 -1.526530
4.940230 4.835130 -1.799870
5.704770 4.032030 -1.930830
5.027530 2.826330 -1.585440
4.965650 2.522460 -0.709025
5.512370 3.297160 -1.333280
4.980930 2.654680 -2.081700
4.812260 2.572040 -0.437355
5.545410 2.162650 -0.090696
5.222490 2.249530 -0.911168
5.443710 2.700880 -0.310650
5.995490 3.260280 -0.399227
6.331570 5.379290 -1.087900
5.592890 5.302590 -1.146380
5.803100 5.531020 -1.263340
5.746730 4.476170 -2.124510
5.723420 4.216800 -0.125863
6.177730 5.455580 0.424654
6.742220 5.631040 -0.614510
8.096690 4.997860 -0.346245
7.053720 4.576620 -1.145110
6.824890 4.034160 -2.006280
5.668330 4.581270 -2.472030
5.450050 4.460500 -3.269190
4.508800 4.880910 -2.852170
5.078820 5.481430 -3.835810
7.250370 4.824120 -2.986940
5.760720 5.677230 -4.641030
7.113060 3.822680 -4.605010
5.385220 5.184330 -5.183920
5.038570 3.896840 -4.740620
6.938460 3.572640 -5.117810
5.454740 4.754180 -5.369550
5.286910 3.469650 -5.037290
5.166540 4.559660 -4.818600
5.315730 3.068300 -4.884290
5.264020 3.666730 -6.597290
4.289710 3.738350 -5.017370
4.037960 2.297850 -3.849380
4.518980 2.641970 -4.947870
5.300880 2.601710 -3.719270
4.275710 1.853700 -3.089930
3.950240 2.625870 -2.943720
4.656290 3.733260 -2.778440
3.705290 3.161970 -2.771660
4.944480 2.942020 -2.967440
4.775380 2.373700 -3.123820
3.244200 2.274100 -3.092040
3.370910 3.247150 -2.895390
4.388870 2.890310 -3.072120
3.852340 2.322850 -3.487870
4.221060 2.837770 -4.167650
3.813770 3.792160 -2.555100
3.846840 4.147310 -3.893020
3.184440 3.360730 -5.170780
3.553130 3.970580 -4.557960
2.954310 4.567720 -4.008300
2.852590 3.393360 -2.531350
3.860390 4.087120 -3.270460
2.549170 4.097310 -2.489400
3.428550 3.514150 -1.427360
4.244360 3.870570 -0.622566
3.904470 4.477030 -0.125452
3.789630 4.506690 -0.230126
4.656720 4.666470 -1.143840
5.578900 5.402610 -1.780810
4.780460 4.102810 -1.913040
4.673660 3.866330 -1.403200
4.453710 4.218080 -0.366166
6.352770 4.844470 -1.135360
4.977530 3.687900 -1.744780
4.327850 6.049760 -2.010080
5.797590 5.849710 -0.802258
4.792320 7.355900 -1.941850
4.569840 5.433120 -2.316910
4.644850 4.796150 -1.832510
5.271220 4.974990 -3.593820
4.812670 5.121620 -3.004320
6.676970 4.029920 -4.326990
7.061770 4.167650 -3.980750
6.451930 2.914890 -3.264540
7.872520 2.726730 -4.067630
7.312660 1.894390 -4.004060
6.860480 3.033990 -3.107310
5.606870 3.668420 -3.087380
6.221810 2.793690 -3.480240
5.578910 3.089080 -4.086280
5.658590 1.887180 -3.402260
5.711130 2.345730 -3.609500
5.436500 1.463810 -3.465840
7.104580 2.138070 -1.735030
7.000760 2.795800 -2.152060
5.458530 2.763600 -1.131540
4.585520 1.205710 -2.284280
4.449910 2.363960 -3.110270
5.288600 1.523990 -2.055430
5.633580 1.189180 -2.488120
5.392010 0.236478 -2.124510
5.853100 -0.643323 -3.191220
5.781470 1.732070 -2.182570
6.089160 0.110611 -2.219860
7.433870 0.397949 -1.679090
7.052030 1.292580 -2.999230
6.819360 0.829808 -1.783780
7.246990 0.988300 -2.574590
6.273520 0.689525 -1.580350
5.781910 -0.131372 -0.514493
5.236470 0.072042 0.101721
5.838680 -0.117397 -0.350897
6.439640 -1.937610 0.351753
7.087210 -1.829120 -0.069506
6.005670 -2.408880 0.012709
4.974980 -1.427360 -0.522970
6.587970 -1.643930 -0.253854
5.681460 -2.657640 -0.369558
6.041690 -1.963050 -0.653925
4.970320 -1.535850 -0.736982
4.826650 -1.366760 -1.279450
4.774120 -2.068140 -1.937190
4.075270 -0.951854 -0.656039
4.507530 -2.256730 -0.134335
6.140440 -2.458450 -0.104677
5.286060 -2.018140 0.523815
5.251310 -1.804960 1.073060
6.323520 -2.900490 0.986599
5.770880 -3.350140 1.091290
4.944060 -3.320470 1.850740
4.963970 -3.721380 1.800720
4.689350 -2.943280 1.780790
4.553310 -3.069160 2.686900
4.704600 -2.089350 3.146710
3.197150 -2.152910 2.807260
3.300980 -1.974910 2.803440
4.574920 -1.393030 2.474570
5.402160 -2.166040 3.320900
4.531270 -2.104580 3.095860
4.710970 -3.738340 2.814450
4.713090 -4.317250 2.873360
4.523230 -3.620540 2.199530
5.505160 -3.540440 2.064340
4.463460 -3.799380 2.429210
4.672390 -4.327850 3.334450
4.423200 -4.079500 3.493810
3.070440 -3.017020 5.260630
2.808950 -3.622220 5.472950
3.059420 -4.368110 6.601950
4.913100 -4.980070 5.853940
4.896160 -4.132050 7.277920
5.244950 -4.373610 6.056950
4.761810 -3.757830 7.603390
4.180790 -4.196050 6.030250
3.904890 -4.983880 5.909050
3.093740 -5.126280 6.409980
4.557130 -5.469140 7.748760
5.260200 -4.716480 6.434990
3.627730 -5.715790 6.538380
5.737410 -5.753510 6.740960
5.518310 -5.177570 5.620010
5.180940 -4.916510 5.464480
6.343020 -5.470830 4.066790
6.540080 -5.055930 2.847510
6.315890 -4.899550 3.773510
6.950320 -5.231390 3.340810
6.887590 -5.025850 2.099080
8.190360 -4.763080 1.732080
8.492520 -5.011860 2.515680
8.544660 -4.516860 3.973130
8.802740 -3.253930 3.617990
8.530260 -3.738350 4.532540
8.569670 -3.186550 3.218760
9.316820 -2.359720 3.346750
10.047000 -2.911090 2.700030
10.659400 -3.089090 3.353950
9.843190 -3.635770 4.344800
9.611790 -4.883030 5.405990
9.101530 -5.951000 4.411330
8.938370 -4.393960 5.479730
9.095600 -4.889800 4.866070
9.315560 -5.076710 3.858680
9.288420 -4.821570 3.709950
8.403530 -3.159020 3.872670
9.528720 -4.321070 4.981360
9.633830 -3.626030 4.570270
9.838530 -4.474490 3.364130
9.693150 -4.911410 3.731560
9.591010 -4.304530 3.317930
8.825640 -3.078060 4.153680
9.657560 -4.194340 4.734270
7.997530 -5.032200 4.693590
9.575750 -5.675100 5.202570
10.032600 -5.879790 4.762250
10.052100 -4.437610 4.051520
9.193480 -3.865060 4.841930
9.615610 -3.995580 3.743860
9.449040 -3.553560 3.441260
8.474310 -3.013210 5.054240
7.786900 -3.406070 2.976770
7.716560 -2.243170 3.342930
8.785800 -2.012200 3.405660
7.159250 -2.947530 2.131300
5.971350 -2.085930 3.603580
5.364030 -3.155190 4.306230
6.917690 -2.434300 3.745970
7.460580 -1.500260 3.360300
7.296140 -2.077890 4.818620
8.187390 -0.691206 4.852510
8.648500 -2.261820 3.509490
8.441250 -2.287250 5.632300
8.277240 -1.279870 4.477020
8.771810 -2.576270 4.822420
8.875210 -2.684340 3.855740
8.852760 -2.971270 3.987540
8.677300 -2.422870 5.641200
8.378950 -1.595170 4.562200
7.580510 -2.650450 3.870990
8.329790 -2.948370 3.852340
6.587120 -2.810220 4.144340
6.930830 -2.431350 3.520930
7.559320 -1.752420 3.326830
5.926000 -1.792250 3.663320
6.667650 -2.703850 3.215370
6.074330 -2.745380 2.708510
6.271390 -2.543660 2.119430
6.820210 -1.470160 2.577980
7.184680 -3.208590 1.479490
6.397260 -2.015170 1.046790
7.594920 -3.578570 1.211650
8.973110 -2.155870 0.837433
8.852750 -2.397010 0.469994
7.001600 -3.451000 -0.403465
7.113070 -2.064750 -0.472542
5.016510 -2.527110 0.517458
5.943790 -3.732840 0.854805
5.802670 -3.029750 1.049320
6.904980 -2.023650 -0.101719
5.450070 -2.702990 1.275640
4.662640 -3.064080 1.821490
4.415150 -3.184430 1.612130
4.505840 -2.990760 1.608750
5.107210 -1.645190 0.599251
4.853780 -3.632390 0.811152
4.618990 -3.039070 1.841840
3.011530 -3.351410 1.979990
3.562460 -2.043990 1.165450
3.361580 -3.597640 0.121627
2.430070 -2.915320 0.327591
2.246990 -3.437020 -0.477196
2.599590 -3.541710 -0.254284
2.010080 -2.557200 -0.444145
2.196550 -2.794110 -0.066102
2.310550 -3.002200 -1.013730
2.463540 -1.643900 -1.692230
3.159000 -1.218420 -1.189190
3.725630 -0.409393 -2.255050
3.443380 -1.965590 -0.667489
2.252920 -0.897611 -0.574677
2.067300 -1.036620 -0.961174
2.213090 -1.195120 -0.254281
2.754270 -1.601540 1.262930
2.648760 -0.310217 -0.264454
1.686730 -0.776403 -0.292424
1.576540 -1.513820 -1.074760
1.965150 0.267421 -1.711300
3.137820 -0.099164 -1.961340
1.786310 -0.303864 -1.136630
1.397270 -0.837854 -1.426940
1.221810 -1.021360 -0.805227
1.730800 -0.742926 -0.951850
1.717240 -0.818786 -0.247919
2.691550 -2.291910 -2.723340
2.996690 -1.002700 -1.013730
3.310300 -0.861166 -0.268270
1.837180 -1.007380 -1.289620
2.748760 -1.358290 -0.297508
2.011360 -2.698330 -0.348368
2.694950 -3.812080 0.462802
1.594340 -1.495580 -0.880644
2.227060 -2.327520 -0.907354
0.624256 -2.081710 -0.598821
0.801410 -1.476950 -0.321230
1.262930 -1.454060 -0.717061
1.719360 -1.381590 0.206806
0.424639 -0.550100 -0.078408
0.047886 0.147061 0.827679
-0.489076 -0.072055 1.337100
0.386084 0.457282 0.546268
-1.374810 1.203160 -0.648838
0.913290 0.050427 0.074589
0.814123 -0.471684 0.011022
1.346840 0.038557 0.050852
1.221380 -0.716646 1.781220
1.457880 -0.755642 0.468721
0.871763 0.506869 0.583566
0.991689 -0.518308 0.889557
2.210110 -0.420838 0.742071
1.911770 0.523810 1.101460
0.275054 -0.738691 1.223090
2.002030 -0.506441 1.984230
0.232234 0.992543 2.886510
0.931934 2.129170 3.222160
0.653069 3.989230 2.318180
1.759200 3.358200 2.726300
1.264200 3.598060 1.790980
1.487540 4.263420 2.736040
2.631380 4.541020 4.429980
2.412260 4.296900 4.014230
1.249790 4.247750 4.373610
1.373110 3.306480 4.843190
0.223763 4.058300 3.931160
0.551790 4.057040 4.118910
0.891680 4.016790 4.727920
0.340315 3.087810 5.444140
0.932360 3.937530 6.290470
1.321410 4.019740 5.622560
0.574678 2.836080 8.126790
0.724277 3.524750 6.846910
-1.052290 3.220450 6.760890
0.222080 3.830300 6.974470
-0.431435 4.045600 7.290630
0.258949 3.624340 6.728680
-0.262329 4.462610 6.099330
-0.600104 4.605440 5.883620
0.212328 3.793850 5.678920
0.009748 5.638660 5.346670
-0.060606 4.056190 5.066950
0.891667 3.934140 5.801390
1.066290 3.997280 6.245540
