# Px, Py, Pz
-2.413970 -10.192800 4.257920
-2.386000 -9.481260 3.984140
-4.400320 -9.506680 3.305640
-3.739180 -9.810540 2.624170
-3.585770 -8.759950 0.983212
-2.620780 -9.411750 0.699261
-2.202070 -9.567710 1.243850
-2.264790 -8.638300 1.307430
-3.259450 -9.782150 0.614502
-5.280560 -8.167060 1.185370
-3.483220 -9.193500 0.970079
-2.853440 -9.353680 1.414220
-3.114930 -7.722480 1.757920
-3.555690 -8.013640 2.147390
-3.615440 -7.673740 1.835890
-2.541100 -7.274530 2.009240
-2.029570 -6.476920 1.069240
-2.330900 -7.914890 1.160790
-1.551950 -8.063650 1.153580
-1.662150 -7.533900 1.375230
-1.456600 -7.039330 0.928119
-1.751570 -7.002870 0.803101
-1.569330 -7.537720 1.521020
-2.007950 -8.892180 1.264620
-1.191300 -8.263670 2.142740
-0.891677 -7.048640 1.540510
-1.399390 -8.609070 2.665270
-1.885060 -7.519480 0.766639
-2.589410 -8.209850 2.484320
-1.962210 -9.211280 1.703250
-1.557040 -8.664600 0.864550
-2.540260 -8.722650 -0.419145
-4.390580 -9.598650 -1.208250
-3.393370 -9.561350 -1.699010
-3.340810 -10.473400 -2.358870
-3.315400 -9.474470 -1.078580
-4.229100 -10.528000 -1.815980
-3.829030 -10.137700 -0.301744
-4.146040 -9.928360 -1.034070
-4.154940 -9.221890 -0.489495
-4.684260 -8.546770 -0.338197
-3.808690 -9.140520 -1.892270
-3.727320 -8.248830 -0.959068
-3.894300 -8.705270 -1.795210
-3.039080 -8.243750 -0.910749
-3.142890 -8.095430 -0.867948
-2.544920 -8.526850 -0.757330
-3.665870 -6.907100 -2.167320
-2.488990 -7.391070 -0.987467
-3.185700 -7.975920 -1.384550
-3.152640 -7.858520 -1.380320
-3.917180 -9.122300 -1.309120
-3.671390 -9.105340 -0.957793
-3.542130 -9.931330 -0.757758
-3.443800 -11.075600 -0.901838
-3.371330 -10.438200 -0.425505
-3.214520 -9.817330 0.090695
-3.783690 -10.733200 -0.899308
-2.798780 -10.744200 0.186468
-3.779870 -12.177500 0.300899
-3.752750 -9.272740 -0.778941
-2.544080 -8.919720 1.340490
-2.298270 -10.773400 0.588668
-2.627130 -11.318000 -0.262756
-2.016860 -10.095300 -0.158503
-2.408460 -9.211710 -0.742497
-2.749190 -9.480830 -0.912864
-3.403960 -8.881160 -1.600270
-3.590010 -9.178230 -1.529920
-2.697060 -8.343780 -0.259366
-1.704100 -8.991770 -0.707320
-3.217900 -6.529910 -1.393020
-2.645360 -6.534570 -1.730380
-2.666120 -8.240370 -0.007202
-3.650610 -6.830390 0.324628
-5.587800 -7.202060 -0.439056
-4.747410 -7.192310 -0.990845
-5.422950 -5.748010 -1.742240
-4.584670 -5.082630 -1.673160
-4.126550 -6.008640 -0.231389
-3.753170 -6.343020 0.974313
-3.005600 -6.374800 0.092814
-3.170440 -5.602640 -0.182665
-2.303350 -4.288860 0.814965
-1.573570 -4.688500 0.486949
-2.715280 -3.046700 1.459140
-2.616960 -4.492280 1.974900
-3.628150 -3.333610 1.202320
-2.824640 -3.317500 0.339469
-2.235120 -3.274280 0.051704
-2.609760 -2.331330 -1.423960
-2.652140 -3.544670 -0.321243
-2.249960 -3.427270 -0.524239
-1.440920 -1.512120 -0.570438
-2.259700 -1.215040 -2.159260
-2.272000 -0.115281 -1.326920
-0.681897 -0.219524 -1.515920
-0.424223 -0.135198 -0.927699
-1.313360 0.710713 -0.981526
-2.918280 0.720463 -1.264190
-2.660620 1.039590 -1.958810
-2.867860 0.145792 -0.537377
-2.120270 0.606452 -0.094508
-2.500850 0.268266 -1.200620
-3.608660 0.875575 0.128409
-2.685610 0.191986 0.064842
-2.881410 0.038986 -0.940411
-1.838860 -0.483562 0.314039
-2.165620 -2.224520 -0.514485
-1.851580 -2.709780 0.485249
-1.788010 -2.902180 0.300897
-2.098240 -0.894646 1.472280
-0.984497 -2.342340 0.826414
-2.244020 -1.635880 -0.119084
-0.822175 -1.229450 0.771741
-1.402360 -0.863695 0.044503
-2.176640 -0.443298 -0.054250
-1.636290 -1.272670 -0.612389
-1.111210 -0.582302 0.114850
-1.519330 -0.817514 -0.164435
-1.313780 -1.337520 -0.312325
-0.576367 -0.378454 0.292426
-2.689860 -0.432280 0.025004
-3.118750 -1.165450 -1.071790
-2.454660 -0.066543 -0.456859
-2.085090 -1.185370 -1.545600
-1.668070 0.077559 -1.044250
-2.502540 -0.350061 -2.589830
-3.186980 0.266990 -2.897520
-1.932530 -0.547557 -2.221140
-2.933540 0.008048 -1.957100
-2.627140 -0.652231 -1.461260
-3.209430 -1.487970 -0.856078
-3.235720 -0.881078 0.093668
-3.095860 -0.982361 -0.706043
-3.012790 -0.602210 -0.250465
-2.647050 -0.767082 -0.974318
-2.505930 -2.019830 -0.366582
-1.557460 -2.008820 1.354890
-0.977278 -1.630780 -0.177997
-1.421850 -2.728420 1.656630
-2.960240 -0.440755 0.879383
-2.335140 -1.343440 0.531445
-2.143580 -0.472535 1.340910
-1.754100 -0.939995 0.973892
-3.517550 -0.612811 1.652820
-2.486440 -0.635288 1.957960
-2.135950 0.531879 1.703680
-1.990590 -0.892941 2.584340
-3.451420 -2.060930 2.046540
-2.027030 -0.559836 2.769530
-3.151800 -0.230974 2.646210
-1.959650 0.581460 2.481350
-2.959400 1.676550 1.774450
-2.175370 0.985325 1.382020
-2.900060 0.717917 0.575090
-2.544490 0.242836 1.217570
-2.787340 0.261063 1.914310
-3.078050 0.075864 0.608154
-1.295130 -0.345822 2.334290
-1.311240 -0.575943 2.406340
-1.342600 -1.601960 3.138670
-0.230962 -1.952020 2.466520
-0.083913 -0.708177 2.021530
-0.987019 -1.515930 1.711730
-2.403800 -1.578650 1.434140
-0.680198 -1.129850 1.424380
-2.185960 -1.277330 3.020010
-1.612140 -2.651290 2.959830
-0.156802 -1.010350 2.040590
-1.205280 -0.002967 1.199360
-1.479060 -2.542380 0.950166
-2.864890 -1.285380 0.274195
-2.680960 -1.952880 0.796747
-2.336410 -1.675280 0.438637
-2.015580 -1.098920 0.636548
-1.076450 0.027975 0.492027
-2.779290 -0.964143 1.418040
-1.206550 -1.550260 1.366760
-0.809455 -1.274800 1.616800
-0.222491 -1.756650 0.097893
-1.697310 -1.510850 -0.959485
-0.419980 -0.898883 -0.084760
-0.541201 -2.410150 -0.180538
-0.053817 -1.828270 0.850571
-0.013134 -1.458290 0.194949
-1.859640 -1.924050 0.144940
-2.105850 -1.761740 -0.973466
-1.805820 -2.520760 -0.219947
-1.710460 -2.752150 0.665778
-3.144190 -2.915320 -0.008059
-2.402950 -2.518210 0.087730
-1.876170 -1.864300 -0.677228
-0.039835 -3.242490 -0.263601
-1.504910 -1.888880 -1.244700
-0.829381 -1.788860 -0.846761
-1.581610 -2.516100 -0.387342
-1.745210 -0.998039 0.476779
-2.658500 -1.488380 1.130690
-1.632890 -3.968880 1.101030
-1.016280 -3.756990 0.581451
-0.950580 -3.836250 1.011610
-1.625690 -4.044320 2.767840
-1.724020 -4.028640 2.772500
-1.262510 -3.383620 2.828020
-1.337520 -3.667570 3.287410
-2.914470 -4.473210 2.627980
-2.705120 -4.960580 1.715970
-2.388110 -5.367850 2.885660
-1.904550 -5.350480 2.389800
-2.677990 -5.779370 3.202660
-1.346840 -4.317250 2.887340
-2.341910 -4.051950 3.309880
-2.661040 -2.994990 4.219350
-1.411680 -3.333180 3.383200
-2.080010 -3.531950 1.949490
-1.245550 -3.544670 1.739270
-1.744360 -4.732580 2.295720
-1.746910 -3.408190 3.021700
-2.961930 -2.275800 2.564410
-4.188410 -2.800040 2.107140
-4.540600 -3.230640 2.411000
-5.742070 -1.810040 1.862600
-4.582960 -4.258770 1.585870
-3.916340 -3.659090 0.261479
-3.485340 -3.487460 0.835742
-4.018910 -2.395740 1.379040
-4.685960 -3.253930 1.195110
-4.807170 -2.808530 1.290890
-5.441180 -2.972110 1.725290
-5.578900 -3.387850 1.626970
-5.976430 -2.174090 2.056700
-6.255290 -1.977030 0.918374
-5.102550 -2.831410 -0.035181
-5.240280 -1.843950 0.715798
-7.051180 -1.187920 1.297250
-6.244270 -2.361830 -0.041954
-6.266310 -2.751730 0.364890
-6.821060 -2.956860 -0.595015
-6.233250 -2.571210 -0.073321
-7.889040 -1.670190 -0.687414
-8.144580 -3.166630 0.685288
-7.403360 -2.628400 -0.196225
-6.351070 -2.696640 -0.363620
-7.477530 -3.897690 -1.126450
-7.530080 -2.655110 -1.779530
-7.205870 -2.890740 -1.799020
-6.388780 -2.809370 -1.399820
-6.271400 -2.808520 -2.160530
-6.045940 -3.035690 -0.858201
-6.840550 -2.401670 -1.167570
-5.834450 -2.464390 -0.506446
-7.922520 -2.992030 -0.418288
-7.343170 -2.858960 -1.296400
-7.400820 -3.586200 -1.310810
-5.692470 -3.427690 -1.519750
-6.232400 -4.184600 -1.590100
-5.631460 -5.795040 -1.315050
-5.898450 -4.486770 -1.131540
-5.512780 -3.815040 0.135193
-6.754530 -3.886660 -0.236051
-5.695870 -4.952100 -0.969654
-5.823430 -4.942350 -0.486942
-5.500080 -5.296650 0.105522
-5.108060 -4.992350 0.206403
-5.358520 -4.898270 -0.495426
-6.758340 -5.753930 -0.455576
-5.917940 -4.034570 0.389055
-4.985590 -3.123410 0.339462
-4.707570 -2.938630 1.227330
-5.093220 -3.314960 0.036434
-5.291570 -3.412440 -0.375065
-4.668160 -2.281740 0.372933
-4.268090 -2.546190 0.298348
-3.845990 -2.886080 -1.076880
-2.824610 -1.391750 -2.029150
-3.348020 -3.204780 -1.699860
-2.428790 -3.424730 -2.297430
-4.351150 -2.505510 -2.615700
-4.555000 -3.706550 -3.703170
-4.008720 -1.763000 -2.803860
-4.908870 -2.700880 -3.135270
-4.908450 -2.540680 -3.591280
-3.768430 -2.668660 -2.438120
-5.963720 -4.212560 -2.403360
-4.698680 -3.512030 -2.473720
-4.256650 -2.736900 -3.106030
-4.337180 -3.073380 -2.934820
-4.318100 -2.385990 -3.849800
-3.914650 -3.635360 -2.641130
-3.722250 -3.439560 -3.020000
-5.597130 -3.631970 -1.519330
-4.532110 -4.528730 -2.626290
-6.368450 -3.737910 -1.939320
-6.786740 -3.268770 -1.841840
-6.345990 -3.323860 -2.408890
-5.947610 -4.757580 -1.158670
-6.408710 -3.800640 0.285223
-6.202740 -3.638320 0.134770
-5.316580 -3.839620 1.089160
-5.403020 -2.465250 -0.467034
-4.317240 -3.479400 -1.507880
-3.606960 -3.048400 -0.626793
-3.719700 -5.717060 -1.250210
-3.437020 -5.144930 -1.270980
-3.820140 -5.324200 -1.459990
-4.024830 -5.111030 -1.101880
-3.036100 -5.058900 -1.100600
-3.993890 -6.025160 -0.719617
-3.317510 -5.068660 -0.419559
-4.762240 -6.416340 -0.326331
-5.411940 -6.862590 -0.750990
-5.991680 -6.256980 0.624260
-6.127730 -4.835140 0.220801
-6.112050 -4.425740 -0.175039
-5.432690 -4.971180 -0.647992
-5.779360 -4.613480 -0.348369
-5.296660 -3.380230 -1.653680
-7.107130 -3.527710 0.097058
-7.455910 -4.902530 -0.391165
-6.526950 -3.261140 -0.462358
-6.388780 -4.083310 0.077135
-7.914470 -2.893710 0.115701
-6.001860 -3.891750 1.133660
-5.408960 -2.367770 1.837600
-5.325470 -2.296560 0.970930
-5.608990 -4.137560 1.240880
-3.619680 -3.465410 1.637560
-3.774790 -4.776220 0.177575
-4.225280 -4.042630 1.238770
-2.989050 -3.415400 1.218000
-4.242240 -4.515170 0.186902
-3.845560 -2.608910 0.698415
-4.554160 -2.651300 0.937884
-4.355820 -3.460320 0.921773
-2.574160 -3.919720 -0.444569
-2.568230 -3.489570 -1.888030
-2.497460 -4.350720 -1.432870
-2.884820 -3.347600 -1.661720
-2.267760 -4.571950 -1.815140
-2.106710 -5.033900 0.397103
-2.527970 -2.990330 -0.591201
-2.426260 -2.829720 -2.476250
-2.620780 -3.507790 -2.118150
-3.429820 -4.363450 -2.642400
-4.160450 -3.787500 -1.694350
-4.435490 -3.997280 -2.349970
-3.798520 -4.394810 -1.532030
-5.415730 -5.860730 -0.451351
-4.168920 -5.358960 -0.660279
-2.974650 -4.511780 0.142809
-2.093580 -4.297340 1.433290
-3.744690 -5.342840 0.012296
-3.077210 -4.287600 0.007628
-3.798940 -4.835990 0.436091
-4.169770 -4.130350 -0.054670
-3.886240 -3.169600 -0.272923
-4.738500 -4.377430 1.113330
-4.732150 -3.453960 1.838450
-4.775380 -3.915070 0.558140
-4.125280 -3.240790 0.889551
-4.305380 -3.563310 -0.075432
-4.638910 -3.004320 -0.452206
-3.390390 -1.935510 -0.256403
-2.755550 -0.378462 0.620013
-3.279370 -1.215870 -0.104261
-2.942450 -1.129010 0.597983
-1.850740 -0.857766 1.821500
-2.125350 0.241568 2.949650
-2.076190 0.091959 1.889300
-2.247000 1.187910 1.177330
-1.360390 2.569510 0.800143
-2.558900 2.625430 2.587730
-2.018140 2.938210 0.940835
-1.532030 2.536860 -0.368278
-1.053990 3.551870 1.660450
-1.225210 2.563140 1.530770
-2.252910 2.673760 1.381590
-2.744110 2.104170 1.965580
-3.281900 4.484660 1.324380
-4.042630 3.819710 2.274960
-3.840050 3.492950 1.163330
-3.089920 2.781390 1.229430
-1.936340 3.539580 2.584340
-3.295050 3.325140 3.345060
-2.402520 3.519230 3.193330
-1.873620 2.722080 2.745380
-0.681471 3.437430 2.273260
0.471270 3.772670 2.413960
-1.288350 2.298680 2.055010
-0.458126 2.523730 2.291490
-0.773433 2.468200 2.671210
-1.467620 3.918450 2.444480
-0.636124 3.467960 1.834640
-0.750130 3.111970 2.511860
-1.207820 4.229950 2.587720
-1.684170 3.968050 2.942870
-1.546440 2.743690 3.070840
-0.617052 4.585090 3.568810
-0.599260 4.537200 3.340810
-0.513641 5.034750 3.883700
0.677657 4.577460 3.478970
0.159772 5.194090 3.435320
0.418286 4.383370 3.849380
0.067805 5.684860 4.431260
0.354722 5.740790 5.426750
0.283515 4.972450 5.900150
0.626802 4.673670 6.425230
0.355571 3.727320 4.908880
0.054255 2.444480 5.744600
-0.461949 4.695700 6.215870
-0.511535 3.192070 6.415900
-0.350911 5.682730 5.883190
-1.116290 6.627810 5.360230
-1.929990 6.223080 4.621530
-1.019240 6.399810 6.182400
-0.833188 5.473380 5.707740
-2.032970 4.265970 7.454640
-1.487970 4.256650 6.704940
-0.619595 3.799800 7.697480
-1.325230 5.410650 7.608050
-1.894810 3.902350 8.429810
-1.963470 3.932450 7.316070
-1.410400 3.730710 7.280040
-1.251470 3.564580 6.875730
-1.746060 4.175280 7.064740
-1.213350 3.948120 7.513980
-0.661973 3.450160 7.244860
-0.488635 3.164090 7.679260
-0.268267 3.519660 7.648320
-0.744614 4.318950 6.468890
0.299633 2.813180 7.504660
-1.446010 3.170870 7.846240
-1.733760 3.070430 8.724340
-0.629758 3.687060 7.815300
-0.605190 2.747070 8.825640
-1.813440 2.897950 8.768430
-1.604510 2.558480 7.836490
-1.101460 2.831830 7.496600
-2.068150 2.385580 7.801310
-2.536870 2.188500 8.822670
-1.985930 1.988890 7.341910
-2.755120 4.235890 8.455660
-1.971100 4.045590 7.572030
-1.469740 4.572810 8.513300
-0.700967 4.349040 7.976760
-1.129010 5.418720 7.253760
-2.037630 5.603490 5.619590
-2.294030 5.097890 6.384120
-2.154600 4.324870 6.487530
-2.852610 5.203840 6.133650
-2.487700 5.247080 6.362510
-4.080770 4.809700 5.124170
-4.348180 5.245380 4.362600
-4.763520 4.775800 5.302570
-4.316830 4.904640 4.985590
-5.309790 4.283770 4.503300
-3.808680 6.417600 4.474480
-3.727330 4.227400 3.627730
-4.036690 5.036010 3.671380
-4.260030 4.741890 4.133320
-3.602730 5.879810 4.336760
-3.901080 6.409550 5.769190
-4.390560 7.588560 5.921330
-4.701630 6.243850 5.999310
-3.826060 6.276050 5.970060
-4.568560 6.942270 4.525760
-4.705020 5.675110 5.059750
-4.833860 5.046620 5.285200
-4.360490 6.071360 5.133070
-4.655450 5.891250 4.536780
-6.468030 6.103140 4.771560
-4.196050 4.811400 4.155790
-4.430830 5.424220 5.360230
-3.560760 6.104420 5.681050
-2.305890 5.698410 5.492030
-4.198170 5.523390 4.717320
-2.813610 5.520410 4.182480
-1.303190 6.203580 3.551880
-0.201295 6.469740 4.593560
-0.499239 6.596870 4.395220
-0.783610 5.956930 4.586790
0.757332 5.899290 3.465840
-1.123920 4.664770 4.193930
-0.394135 5.417860 3.958300
-1.176050 4.294790 4.240530
-1.618080 5.105940 5.521690
-0.759447 5.132210 3.445490
-0.544161 5.841670 4.138840
-1.656640 5.337350 5.053400
-1.925320 5.752240 4.101540
-1.916000 6.134930 5.077970
-1.765130 7.182560 4.715620
-2.345730 7.762330 4.743600
-2.064760 7.758510 5.277580
-1.096370 6.002700 3.857420
-0.723006 5.039830 4.066360
-1.478630 7.216890 4.299880
-1.135370 7.288080 3.659090
-1.164600 9.170610 3.660360
-0.701393 9.817320 4.148150
-1.455320 10.030100 3.991360
0.079674 8.676880 4.977530
-0.844638 8.262400 5.517450
-2.012200 6.295550 4.429560
-1.681630 8.053890 4.315130
-1.513400 8.227660 5.095770
-1.395150 7.944150 3.957450
-2.002450 7.310540 3.175960
-2.664850 5.972620 4.422350
-0.500090 4.987270 5.013140
-1.594760 5.898450 4.181640
-1.301070 5.308520 3.995160
-0.678932 4.826240 3.037380
0.108061 6.220110 3.131890
-0.556028 5.758170 4.961000
-0.645874 5.285210 5.186040
-0.926844 5.017790 4.704170
-0.644601 5.754780 4.847420
-0.714944 5.447960 4.508390
-0.072469 6.553210 3.849800
-0.422954 6.977870 4.628320
-0.297504 7.142300 4.412190
-0.564072 6.531190 4.750810
0.155532 5.670870 3.546790
-0.220380 5.836150 3.666720
-0.028824 6.182820 3.000930
0.066967 5.350480 3.484490
0.311491 5.963300 0.953556
1.911340 7.563980 2.716980
1.484580 6.874460 2.675020
1.471430 6.446840 2.089340
1.921930 7.058810 1.484570
2.474140 6.085770 1.790130
1.405330 5.851830 1.601120
2.708930 5.216980 1.506200
2.931420 4.487620 1.852850
2.327510 5.181800 -0.002536
2.555940 4.471090 0.588654
2.637310 2.961510 0.431431
3.807410 3.504830 1.105280
2.571190 4.496090 1.627390
2.186390 5.063560 1.593910
1.310820 4.543570 1.287080
2.312250 4.160030 1.184940
2.655520 4.284200 1.571450
1.203590 3.977790 0.756915
2.482620 3.416250 1.081540
1.632060 2.848360 1.757070
2.055860 1.876580 2.094840
1.358280 3.721810 0.886581
1.805810 2.877170 1.226060
0.844633 2.380070 1.585860
0.881506 3.047550 1.164170
0.014401 3.757410 1.395990
1.183240 4.119340 1.798180
-0.457285 3.452270 2.445330
0.332255 5.186470 2.228760
0.555600 5.386070 1.891840
0.436091 3.468380 1.716820
0.507296 3.720120 2.998380
0.268271 4.999570 2.377940
0.304713 5.153830 0.785302
1.753260 5.112710 0.669599
1.093830 4.352000 -0.315725
1.103160 5.245790 1.009920
2.316500 4.560940 2.052460
1.664260 4.182480 1.110780
2.163070 5.012710 1.519740
1.746910 5.419560 1.714700
2.202070 4.064240 2.671210
1.251470 4.024410 2.252500
1.805820 3.984990 1.266740
1.349370 4.814790 2.578400
0.529326 5.176300 1.364640
0.667903 4.762240 2.285130
0.906102 4.781310 1.907110
0.602640 5.536110 1.131540
0.386931 6.421830 1.694360
-0.063567 4.408370 0.303441
1.455330 5.859880 1.790990
1.615110 5.759020 3.018720
2.421170 6.481590 2.440660
2.321150 6.195950 2.622060
2.993720 3.699340 2.292760
3.286570 5.848440 2.209700
2.333860 4.354120 2.499150
2.020260 4.091800 2.062640
1.206980 5.155950 1.914310
3.230640 4.562200 0.913707
1.949900 4.694430 1.626550
1.758340 5.966680 1.034070
1.621450 4.464740 -0.653508
1.694350 3.944740 -1.006520
2.945830 3.413290 -1.023480
2.150360 2.741130 -0.574251
2.442780 4.062540 -0.067388
2.502120 4.154090 -1.107810
3.040770 4.361330 -1.571460
2.165620 3.917610 -1.404470
2.767840 5.088580 -0.862434
2.093160 5.072460 -1.355740
1.684600 3.934130 -0.695031
1.841830 5.149160 -0.466188
1.483300 5.539920 -0.489064
2.495330 4.061280 -0.445843
2.753850 3.895160 -0.389473
2.724190 2.802160 -0.751817
1.867690 3.700620 -0.378033
1.732920 3.518390 -1.629940
1.015420 4.315130 -0.272500
1.760470 2.434730 0.486953
1.311660 3.895150 0.792502
2.625020 4.120180 -0.697155
3.193750 3.831570 -1.287500
2.560600 3.414970 -1.963460
1.128590 5.145770 -2.171970
2.944550 5.429730 -2.627980
2.583490 5.172480 -2.565690
2.586870 6.201890 -2.936090
3.307340 6.115430 -1.725290
2.548320 6.665100 -1.286660
3.523890 6.179000 -2.371150
3.659940 5.516610 -3.640020
3.150100 6.647720 -3.158160
3.566700 5.258080 -3.589590
3.252660 4.960580 -2.637730
3.982450 4.654160 -2.738590
4.713090 4.531270 -2.982280
4.733000 4.598230 -5.087310
5.429300 4.661380 -4.220200
4.677480 5.927690 -5.197060
5.028400 4.930490 -4.090100
5.355990 5.305970 -4.718160
5.350050 4.440580 -4.729190
6.124760 3.441260 -3.533220
4.674940 4.781730 -3.829450
4.586790 3.955320 -2.608490
2.814030 5.180110 -4.650780
3.506950 4.529580 -5.380570
4.355810 4.251140 -5.824280
3.908710 4.907170 -5.852670
3.814200 4.341840 -4.860130
4.662650 5.736560 -5.078820
4.395230 6.033640 -5.912850
5.747580 5.522960 -5.808600
5.281400 5.952270 -5.496680
4.177820 6.299790 -6.458280
3.495080 6.978720 -6.646450
2.871680 6.160790 -6.732480
2.249100 5.827240 -8.038220
2.674180 6.731210 -6.698580
1.637990 6.065430 -6.479900
2.664000 6.582470 -5.494570
2.453800 7.016860 -5.296230
2.285550 7.722910 -5.264020
1.917700 6.225620 -4.906340
2.368200 7.416500 -3.466250
2.403790 6.685020 -3.977790
1.142990 7.492370 -3.712070
0.922608 8.133560 -3.634090
1.035350 7.875040 -5.011010
0.543310 7.705970 -4.115530
0.766228 6.354030 -3.951940
0.834467 6.372260 -4.744440
-0.332684 5.259360 -3.910400
1.162480 5.956510 -2.636470
0.620021 5.458980 -3.863360
0.223778 8.346310 -3.676890
0.923462 6.527370 -4.702910
0.845906 6.479060 -3.335730
0.964574 7.016000 -3.676880
0.390752 6.680360 -3.969320
-0.022883 6.969390 -3.976940
1.058230 5.320380 -3.459490
0.252590 5.284360 -3.883690
0.233926 5.100010 -3.999410
-0.230114 4.602050 -3.702320
-0.279285 3.796400 -4.140520
0.061453 3.050090 -3.539570
0.431007 4.132900 -3.525170
-0.794627 4.858870 -4.096020
-1.384560 4.464740 -4.062980
-0.826412 4.493970 -4.368950
-1.128580 3.508210 -5.424650
-1.973210 2.675020 -5.918780
-1.980000 2.033820 -4.592720
-0.222923 2.234270 -4.956770
-0.482711 2.992040 -4.605860
-0.518306 2.188930 -5.363610
0.255128 2.954310 -4.991950
0.538642 1.031950 -5.213170
1.395580 2.208000 -5.549240
0.841243 1.855830 -7.153750
-0.353452 2.952190 -6.568900
-0.478475 4.048560 -6.662570
-0.144099 3.569240 -7.146110
0.366166 3.595950 -6.245960
-0.589084 3.134000 -6.377760
-1.240040 3.932020 -6.066270
0.593321 3.809530 -6.697310
1.918540 4.051120 -5.934050
0.279708 5.189420 -5.744610
0.158492 5.523810 -6.155270
1.173510 6.228590 -6.993110
-0.218260 5.494990 -5.506870
1.640530 4.047710 -5.992940
1.641800 3.728170 -6.579070
2.455930 5.078820 -6.130270
3.078490 4.575770 -6.266740
2.487710 5.309790 -6.271390
1.480340 4.802080 -6.715960
1.271830 4.911840 -5.878540
1.708340 4.311750 -6.227740
1.085770 6.743080 -6.812160
1.281990 5.596280 -5.793340
2.086780 4.319370 -5.732320
1.327760 5.537370 -6.161630
2.305470 5.670440 -5.545850
2.267750 5.280120 -5.504320
2.005430 6.146800 -4.462190
1.957960 5.302160 -3.868020
3.537040 5.038570 -3.082290
2.882680 4.068480 -3.337850
3.001770 4.589760 -3.875230
2.256320 3.353960 -3.062380
2.101620 3.182310 -3.532800
0.605188 2.913200 -4.256220
2.575850 3.584080 -3.364120
3.786660 2.928870 -3.835810
3.250970 3.694690 -3.542550
3.353100 4.493560 -2.965330
3.466260 4.506680 -2.399560
2.675880 4.001520 -1.893550
1.869390 4.495670 -2.288940
1.313360 3.723930 -3.693410
1.548990 3.488300 -3.355220
1.933800 3.821400 -3.783270
1.921510 5.278430 -4.691050
3.964650 5.026270 -4.848700
3.982030 5.534830 -4.869880
3.306070 4.546530 -3.544250
3.118750 4.086700 -4.523640
2.605950 4.742320 -3.650190
2.758510 3.591710 -5.127980
2.261410 3.327670 -5.896750
2.405490 3.696810 -5.275890
3.307330 2.926340 -5.784450
1.697320 3.065350 -4.740620
3.435320 2.802590 -4.217230
3.752740 3.383630 -4.835130
4.154090 2.406750 -4.032890
2.775470 2.748770 -3.998130
3.636630 1.190030 -5.183080
3.546350 1.065860 -3.786220
4.239690 1.499400 -3.929900
2.889900 0.764966 -3.485330
2.558480 1.099340 -2.716980
2.938640 1.640100 -2.764870
2.303360 2.455910 -3.167900
3.310300 1.802430 -2.787330
3.215370 0.964995 -3.604420
2.641560 1.881250 -3.036530
3.031010 0.497542 -2.166470
2.034230 -0.019492 -1.487960
2.443200 -0.135618 -1.187060
2.926330 0.070353 -0.797167
2.523730 0.367427 -1.865570
3.481520 1.357860 -1.156980
2.134260 -0.764962 -0.913708
2.304630 0.273779 0.302181
3.021690 0.515765 0.398370
2.671630 0.345824 0.669185
1.981260 0.207664 0.507709
2.873370 -1.589260 1.739700
3.064080 -1.308280 1.297240
1.325640 -0.438201 1.677820
1.620190 -1.631630 1.736730
1.632900 -1.999060 2.237660
0.620435 -2.102050 1.968550
1.735460 -1.868100 2.423720
1.159940 -1.950760 1.315480
1.645610 -1.435410 -0.330143
0.341155 -1.913450 0.326744
0.895912 -1.966860 1.028570
1.435410 -2.030420 0.919225
1.846920 -0.554337 1.133240
1.294290 -0.234358 0.695460
2.014750 -0.689527 0.760732
0.552205 0.288619 -1.762580
-0.017807 0.050438 -2.316910
0.372523 1.657490 -2.331740
0.306412 0.492881 -0.820479
0.607305 0.446262 -0.501777
-0.253860 1.114170 0.568304
0.346241 -0.273774 0.105948
0.764532 0.902688 -0.570864
1.349800 0.412790 0.271219
-0.083067 0.461514 -0.646292
1.708760 1.048050 -0.180118
0.973897 0.479745 -1.029830
0.809453 0.277169 -0.336495
0.952283 -0.126711 0.451353
1.944390 -0.929816 -0.369978
0.368278 -0.990424 -0.112300
0.387349 -1.473550 1.179850
-0.388620 -1.271410 0.134355
-0.351746 -1.517210 1.059080
-0.984912 -1.263770 1.259530
-1.208670 -0.636545 1.119260
-0.845907 -0.938289 0.885741
-1.041690 -0.080530 -0.380156
-1.003990 0.161472 2.130860
-1.516370 1.984650 1.649430
-0.894215 0.495851 1.011600
-0.578490 2.063470 2.399550
-0.223768 0.877691 4.398200
-1.384980 1.525260 4.082040
-1.236220 1.593080 3.165360
-1.768100 2.428370 2.449990
-2.412270 3.179350 2.372860
-1.842260 2.803850 2.075770
-3.794710 2.709350 2.195710
-2.610610 2.734790 2.728850
-4.115100 1.615520 3.255210
-4.508390 0.267417 4.122300
-4.138840 1.001440 3.371750
-4.787680 0.209773 4.291400
-5.009310 0.412783 5.327170
-4.708430 -0.748434 4.465160
-5.437780 0.252584 2.199520
-5.620010 -0.055096 1.876570
-5.206380 -1.458300 3.082720
-4.191800 -0.291578 3.190790
-6.098470 -1.231570 3.129760
-6.754110 -1.242160 2.736910
-5.803940 -1.841830 3.961690
-4.257920 -1.466770 3.490420
-4.339290 -0.761989 3.772670
-5.152570 0.255978 3.050090
-5.825980 -1.077720 2.867850
-5.083480 -2.522870 2.349550
-4.255800 -0.935745 2.377090
